gene	average_utr_length	type
SYPL2	2588.0	other
IQCE	482.9166666666667	other
FAM118A	945.6666666666666	other
SLC15A2	1669.0	other
HSPA1L	427.0	other
ASB1	1332.0	other
XAGE3	90.5	other
CYP27C1	2005.0	other
ZNF569	667.8	other
ARV1	165.91666666666666	other
PHC3	1078.2857142857142	other
BSDC1	488.6111111111111	other
PPARGC1B	1890.2	other
KRTAP12-1	256.0	other
NEGR1	8003.0	other
PHLDA1	2335.0	other
ZKSCAN1	5636.0	tr
BIVM-ERCC5	85.125	other
THEGL	183.0	other
POMT2	296.53846153846155	other
CMYA5	605.0	other
AL353572.3	382.0	other
C9orf85	423.46153846153845	other
PAICS	2628.25	other
TMEM78	1704.0	other
ZBED6	524.0555555555555	other
CCNT1	2412.6	other
CCDC168	81.0	other
HIST3H2BB	1959.0	other
VPS37D	734.0	other
ADGRF2	953.2857142857143	other
ADH1A	256.0	other
NDRG2	366.64102564102564	other
RECQL4	172.6	other
OR10S1	34.0	other
CKM	335.0	other
KANSL2	244.9090909090909	other
ASTN1	1183.3333333333333	other
PAPPA2	1935.0	other
SLC2A3	823.0	other
TTN	958.5	other
GOSR1	589.0	other
MRPS30	319.0	other
ARRDC2	1135.0	other
GATA1	92.5	tr
ADIPOR1	293.0	other
AKR7A2	151.33333333333334	other
SSX2B	317.0	other
AC008481.3	79.5	other
CACYBP	1632.5	other
DUSP5	1117.0	other
GJC3	275.0	other
GUCY2C	484.0	other
C16orf54	1813.0	other
CHD8	189.5	tr
MELK	164.6060606060606	other
OR4K17	3760.0	other
PLEKHA3	1885.857142857143	other
CMA1	85.5	other
SLC30A6	732.0384615384615	other
MRPL51	171.5	other
TNFSF4	2780.5	other
C7orf31	755.0	other
KIT	1305.0	other
NCAPD2	154.44827586206895	other
TMCO5A	557.7142857142857	other
MRPL55	79.9047619047619	other
C6orf10	270.72727272727275	other
NXPE1	209.6	other
ZFAT	303.3333333333333	other
UNG	673.4285714285714	other
MDC1	286.3333333333333	other
OR2T5	818.0	other
EPN2	948.7777777777778	other
WNT3A	1794.0	other
PRRT4	655.0	other
FANCL	342.0	tr
IPO13	204.0	other
OR2G6	3181.0	other
ANKRD52	5334.0	other
FLOT1	406.0	other
SNAP23	293.7	other
ARF1	1197.3333333333333	other
OR2T29	845.5	other
C1orf105	170.0	other
OR2T10	1210.0	other
OR2T11	1339.0	other
SERF1A	532.2	other
OR2T35	1930.0	other
OR4K2	3407.5	other
OR2T27	92.0	other
ARMC4	302.6666666666667	other
TFPT	72.125	other
AC007325.2	397.0	other
AC012314.15	69.0	other
ROR1	2001.3333333333333	other
SYT11	3690.0	other
DUX4	144.57142857142858	tr
ANGPTL3	1341.0	other
PLPPR4	2575.6666666666665	other
KRBOX1	144.0	other
MTX1	134.0	other
XRCC5	508.2	other
TSGA13	225.5	other
EFNA4	451.0	other
EFNA1	789.0	other
AL139300.1	151.5	other
BICDL1	343.8181818181818	other
NPFF	85.0	other
C14orf37	2118.5	other
EVI5	4959.0	other
C1orf43	451.8181818181818	other
DRAM1	412.1	other
TCEANC2	3614.3333333333335	other
E2F2	3449.0	other
S1PR2	2410.0	other
POLR2H	279.3333333333333	other
EVL	268.04	other
C4A	138.42857142857142	other
HYI	139.55555555555554	other
PIGT	209.71951219512195	other
S100A16	505.75	other
S100A5	143.0	other
PGLYRP3	93.0	other
CHCHD2	281.0	other
S100A10	245.5	other
THEM4	413.14285714285717	other
THEM5	107.0	other
LINGO4	658.0	other
SLC10A4	256.0	other
CCDC188	186.0	other
YARS2	275.25	other
MED8	639.6666666666666	other
MRPL9	129.13333333333333	other
TCEA3	436.75	other
SLC25A3	510.53333333333336	other
IQGAP1	377.06666666666666	other
SLC11A2	480.3333333333333	other
ALG3	129.7	other
TBX15	1684.3333333333333	other
ADAL	990.0	other
TUNAR	1346.0	other
ATP2B1	1931.8	other
OAZ3	129.8	other
GRID2	1119.2857142857142	other
GMEB1	1596.6666666666667	other
SPATA20	151.45070422535213	other
ATP5PO	106.58333333333333	other
NOM1	3478.0	other
CELSR1	1235.0	other
GDAP2	3912.0	other
CLBA1	389.1818181818182	other
YIPF1	242.28571428571428	other
CDCA4	790.0	other
RIIAD1	85.5	other
TEAD4	150.4	tr
VTCN1	773.1111111111111	other
AGER	166.55555555555554	other
ELAVL4	1331.4285714285713	other
TRIM45	593.6	other
SPTLC3	2161.0	other
TRIM39	1228.0	other
PTGFRN	3390.0	other
POC1B	229.17391304347825	other
GALNT4	3404.0	other
ELOVL1	517.3333333333334	other
PRDM5	647.1	other
KIR2DL4	344.9230769230769	other
CRELD1	336.2	other
HS2ST1	2903.0	other
PDE4DIP	685.1724137931035	other
HINT3	2567.0	other
NFE2L3	691.0	other
GATB	210.82608695652175	other
SDR39U1	279.2	other
SIRT2	148.3913043478261	other
PARP15	793.0	other
TXNRD3NB	245.5	other
DOLPP1	572.0	other
RGS7	425.375	other
SPOCK3	370.5344827586207	other
MTA1	183.375	tr
MMAA	1308.5	other
CITED4	521.0	other
SENP5	912.8	other
PLCH1	1090.5	other
ADAMTS1	1831.0	other
PLB1	214.46428571428572	other
CLCA4	408.0	other
GTF2A1	583.8	other
RINL	510.3333333333333	other
EXOC4	691.0	other
SPTLC2	1383.0	other
PSMD3	128.69230769230768	other
STX12	2122.0	other
CMTR2	1762.5	other
KIAA1211	486.75	other
CYYR1	1195.0	other
CHD1L	138.4561403508772	other
PPP3CC	202.0	other
UBXN7	1331.4444444444443	other
MTUS2	1106.3333333333333	other
LILRA1	837.25	other
FAM229B	1054.5	other
GPR157	4113.0	other
C15orf61	1844.5	other
TOR4A	2679.0	other
SLC51A	221.6	other
ZNF280C	2265.0	other
C8orf44	770.6666666666666	other
MAZ	455.94444444444446	tr
WDR5B	2203.0	other
PER1	357.0	other
MON1B	1078.6	other
FAM72D	1098.0	other
OR6Q1	24.0	other
TOB1	756.0	other
MCOLN2	358.14285714285717	other
DMP1	1040.0	other
WDR77	670.0	other
AIFM1	142.94871794871796	other
H2BFS	28.0	other
NDUFB5	455.1875	other
RBM48	1758.0	other
CATSPER4	274.5	other
DNAJC13	234.33333333333334	other
HSD11B1L	293.037037037037	other
SMCO3	1352.0	other
LINC00483	356.0	other
ILDR1	658.0	other
CCDC12	327.5	other
CRYZ	687.5	other
HOXC9	642.5	other
KCNK15	1474.0	other
CAB39	1003.0	other
WAC	340.0967741935484	other
LRRTM1	617.5	other
NRXN3	1265.7272727272727	other
AGTRAP	294.6923076923077	other
MROH2A	163.0	other
RTN2	235.21428571428572	other
NFASC	1473.1851851851852	other
HILPDA	709.0	other
CNTNAP4	485.25	other
CHURC1	1359.2857142857142	other
VPS37B	1787.0	other
AC025165.3	64.0	other
PGBD5	4559.0	other
KRTAP10-5	307.0	other
BUD23	162.26315789473685	other
SNRPE	367.5	other
HIP1R	768.0	other
WDR20	687.9375	other
ARL9	887.25	other
SH2B1	395.0	other
MOAP1	988.5	other
KLC3	160.33333333333334	other
TRIM11	898.0	other
GLA	137.0	other
RPL36A-HNRNPH2	238.0	other
TNRC6B	7675.8	other
FAM110D	1854.0	other
ORC5	169.8235294117647	other
FAM43B	1046.0	other
TNR	4359.5	other
SSX7	291.5	other
TNN	725.6666666666666	other
RNPEP	216.57142857142858	other
TRIM32	1594.0	other
ZWILCH	376.4166666666667	other
LCK	446.75	other
ELF3	1078.0	tr
ARFIP2	622.6	other
C6	590.0	other
GAB3	1714.3333333333333	other
OR2T6	3275.0	other
OR2T33	1507.0	other
GOLIM4	812.0	other
WFDC5	417.5	other
AC118470.1	155.0	other
CES4A	227.54545454545453	other
ZDHHC12	310.5	other
EMC8	514.6	other
C14orf178	163.2	other
PCDHGB4	1965.0	other
TRIM55	529.5	other
CYP26A1	366.4	other
ETFB	40.0	other
ZNF444	690.5	other
CRYBA1	181.66666666666666	other
EXOC6	768.0	other
PERP	3536.0	other
ZFHX2	395.75	other
GRIN1	564.2631578947369	other
C19orf57	344.5	other
SAFB	125.14285714285714	other
UBE2G2	456.5	other
DTNA	787.9666666666667	other
TMEM135	1155.0	other
C1orf122	377.6666666666667	other
CCDC181	178.66666666666666	other
SLA2	1498.0	other
C6orf136	181.58333333333334	other
ZNRF4	74.0	other
CCDC28B	312.3333333333333	other
RPL27A	495.45454545454544	other
IDO2	395.0	other
SDE2	2599.0	other
HDDC3	716.0	other
NRDE2	800.55	other
NOX1	309.6	other
CHAF1B	2648.0	other
CXCL16	431.3333333333333	other
DIAPH2	1433.0	other
OTOP3	575.0	other
ILDR2	2007.857142857143	other
TMEM248	1268.6666666666667	other
NFKBIZ	901.5	other
PIGO	401.6666666666667	other
NVL	155.27777777777777	other
EREG	3942.0	other
EXT2	891.25	other
FAM153C	274.6666666666667	other
KIR3DS1	252.7826086956522	other
GU182347.1	241.0	other
SOX7	1969.0	other
PROP1	473.0	other
CEMIP	1486.1666666666667	other
MFAP1	601.0	other
TCF7L1	925.0	other
ARHGEF35	845.0	other
DOLK	156.0	other
AL133414.1	294.0	other
FAM47A	145.0	other
ADAM2	149.1	other
LSM10	327.0	other
ABCC8	135.22630560928434	other
CDK12	896.1666666666666	other
CHRNA4	1470.2857142857142	other
POLR2C	287.4	other
ZBTB11	1769.0	tr
MAD1L1	275.0	other
GNA11	974.3333333333334	other
CDS2	7652.0	other
PPME1	1192.0	other
NAP1L3	850.5	other
ZNF561	599.3333333333334	other
TRAF3IP2	951.6	other
PKHD1	2458.0	other
PSMB3	82.0	other
UGT2B15	490.5	other
AC012314.17	69.0	other
AC136616.1	1387.0	other
AC133551.1	1466.0	other
AC244489.2	20.0	other
AC011841.1	1008.0	other
TCOF1	197.96428571428572	other
PRKD1	309.2857142857143	other
WDR61	151.5	other
AMN1	352.6	other
FHDC1	2967.0	other
MRPL45	621.5	other
ZFYVE9	406.6666666666667	other
GBP7	397.0	other
TNFRSF13C	3343.0	other
LARP4	938.2666666666667	other
PTPRH	505.0	other
RASAL1	555.0	other
PLSCR4	1263.8	other
TSPAN13	1044.0	other
SNAP25	1220.0	other
ALDH3B1	429.2307692307692	other
GNAI1	1137.5	other
CCK	271.6666666666667	other
TSPAN1	424.0	other
ITGB6	520.0	other
ACSL1	373.2142857142857	other
ZXDC	432.3333333333333	other
IL26	493.0	other
SH3GLB1	3715.0	other
ACTN2	2003.6666666666667	other
CLCA2	1030.0	other
COL11A2	767.7857142857143	other
YWHAZ	1062.642857142857	other
FAM166B	99.25	other
CAND1	2070.2	other
C3orf58	1933.0	other
MYF6	513.0	other
AC069257.3	104.66666666666667	other
OMA1	454.3333333333333	other
TTC14	1119.3636363636363	other
TMEM117	814.3333333333334	other
RBM34	132.11111111111111	other
MMP23B	131.5	other
RAP1A	1249.5	other
GALNT10	983.2307692307693	other
SMN2	226.675	other
FAM207A	185.0	other
CTSF	165.4	other
FAM135B	284.67857142857144	other
RTL5	1457.3333333333333	other
TBC1D29	107.33333333333333	other
SLC45A3	1382.0	other
HHIP	3807.5	other
NBEAL1	951.6666666666666	other
HELB	865.0	other
GALNT17	1451.5	other
PIWIL2	664.0	other
GPR27	1318.0	other
CCNI	325.25	other
CNN1	266.1666666666667	other
IL12RB1	623.3333333333334	other
C1orf228	151.0	other
ERP27	510.5	other
C12orf60	741.0	other
NKX6-1	1301.0	other
AK7	779.3333333333334	other
SMC1B	294.5	other
ANKRD11	617.0217391304348	other
PRKACA	477.8	other
CHKB	231.0	other
NFKBIL1	191.8	other
ALOX15B	463.3333333333333	other
TEPSIN	143.8181818181818	other
FAM222A	1211.5	other
ADSL	294.54545454545456	other
NDST3	2935.0	other
WASF2	2044.5	other
ISX	1692.5	other
KCP	190.83333333333334	other
PDE6A	1863.0	other
NDOR1	431.6666666666667	other
KRTAP5-9	385.0	other
FPGT	317.8	other
MECR	406.5	other
TMEM65	7770.0	other
MEIOC	566.1111111111111	other
CCDC43	1180.75	other
H2AFJ	666.4	other
GPAT4	847.2	other
UPK3A	128.0	other
HNRNPL	178.63636363636363	other
MISP3	309.6666666666667	other
AC011498.4	746.0	other
AL020996.2	100.0	other
ADH1C	259.0	other
PLD6	1771.0	other
KRTAP10-10	281.0	other
KRTAP10-3	259.0	other
CDK20	992.4	other
SOX13	704.8	tr
KRTAP10-4	258.0	other
KRTAP10-7	439.0	other
BTBD6	415.5	other
PSRC1	584.1666666666666	other
SPDYE4	111.57142857142857	other
SRSF2	394.5833333333333	other
HLA-DQB2	477.0	other
AFM	82.0	other
MFN2	1945.0	other
HIST3H3	69.0	other
CELSR2	1700.0	other
TYR	392.0	other
LRRC31	632.3333333333334	other
POLR1D	1205.357142857143	other
TEX43	45.0	other
FBXO42	3830.0	other
RBP4	299.0	other
PFDN5	109.45	other
HCLS1	137.27272727272728	other
OR10G4	2221.0	other
MYBPH	155.5	other
FAM168B	1170.75	other
GMNC	668.25	other
HSD17B13	1428.0	other
KLHL12	1476.0	other
TMUB1	301.8	other
NPVF	551.0	other
KDR	1570.0	other
RBMS3	464.95238095238096	other
TIMM8A	1012.1666666666666	other
PCBP4	417.1666666666667	other
MYH10	1595.0	other
NDEL1	502.14285714285717	other
OR4K13	4444.0	other
KCNN1	855.5	other
SLC9A7	4666.0	other
FAM186B	369.61538461538464	other
LMOD1	1917.0	other
IRF2BPL	858.0	other
RNF222	2091.5	other
PHYKPL	144.7941176470588	other
OR4K1	129.33333333333334	other
FAM214B	1097.0	other
SUCO	1261.0	other
CTSC	1645.75	other
NARS	229.08333333333334	other
PAFAH2	1719.5	other
VASH1	1571.0	other
SLC25A45	304.7241379310345	other
OR2T12	2278.0	other
SNX20	1299.0	other
DTX3	573.2	other
NPIPA3	44.0	other
GCSAML-AS1	1415.0	other
SLC5A5	1296.0	other
CDK2AP2	234.5	other
FAM167A	1261.3333333333333	other
PLCB1	732.6315789473684	other
SLC6A13	249.42857142857142	other
CSRP1	573.1428571428571	other
AQP11	977.0	other
PCDHGB3	1805.0	other
ATP6AP1	337.94444444444446	other
RPL18A	258.0	other
EVA1C	196.58823529411765	other
IL18R1	1879.5	other
PCDHGA2	1831.5	other
DVL2	466.0	other
CHGB	311.0	other
PAEP	166.9375	other
PCDHGA12	1805.0	other
SIX2	1008.0	tr
PCDHGC4	1063.5	other
NLRP3	287.0	other
ZAN	91.15789473684211	other
VASN	628.0	other
MOGAT3	362.6666666666667	other
CLDND2	57.333333333333336	other
DNAJC5B	494.0	other
CNTNAP2	3695.0	other
KIF26B	4722.666666666667	other
ABCC3	194.6818181818182	other
MED13	1973.5	other
MXI1	1115.4	tr
ARHGEF15	858.0	other
SCYL3	1785.6666666666667	other
FKBP7	312.8333333333333	other
VSIG10L	481.0	other
ARL4A	617.8	other
STUM	5367.0	other
EFCAB2	910.8571428571429	other
OPRD1	7983.0	other
PRY2	491.3333333333333	other
ZNF296	99.5	other
CRHR1	379.34328358208955	other
AC240274.1	295.8888888888889	other
AC145212.1	56.0	other
AC025283.2	353.6	other
SMG5	1362.0	other
PMF1	180.3846153846154	other
NUAK1	3461.0	other
PI4KA	341.0	other
DPYD	1180.5	other
PCLO	566.1428571428571	other
NFYB	1520.0	tr
CRELD2	226.0	other
PLA2G1B	113.0	other
SLC9A1	870.5	other
RAB27A	1346.75	other
HSP90B1	142.625	other
WDR1	835.0	other
SLC44A3	143.95	other
MKI67	2530.0	other
ZBTB7B	1450.75	other
CKS1B	497.6666666666667	other
PRKAB1	679.6	other
CARNMT1	1556.5	other
ARL4D	798.0	other
PBXIP1	392.0	other
MED12L	1168.6	other
P2RY14	781.0	other
FAM69A	1032.6	other
AC139530.2	461.0	other
MRPL12	285.0	other
SPATA4	107.5	other
GMFG	132.72222222222223	other
WASHC3	121.73913043478261	other
MBD4	318.375	tr
HEG1	2113.25	other
CYP2J2	342.0	other
PRKG2	1494.0	other
RPS27	82.0	other
EPHB3	786.0	other
DENND4B	795.0	other
ZNF74	1159.875	other
ARID1A	838.8888888888889	tr
STAG3	473.2	other
YEATS4	396.5	other
SPRR1B	284.0	other
ABHD2	3631.5	other
SPAG17	842.5	other
TSPAN3	1510.6666666666667	other
TUFT1	1771.75	other
MRPL47	347.3333333333333	other
SCRG1	1377.3333333333333	other
HAPLN3	641.2	other
BICDL2	361.25	other
ZNF26	8133.0	other
ALPL	496.8	other
RPS26	219.0	other
GALNT7	745.0	other
SFRP2	858.0	other
PLEKHO1	323.5	other
SEPT3	759.2727272727273	other
CCDC38	460.1666666666667	other
BDH1	2239.4285714285716	other
ZNF713	832.0	other
ASB14	645.0	other
TNFSF10	611.5	other
NME1-NME2	170.66666666666666	other
KY	583.3333333333334	other
MYO16	1031.75	other
PSMD1	127.72	other
AL590132.1	2926.0	other
VAT1L	2411.0	other
AZI2	605.3333333333334	other
FBXW7	1283.857142857143	other
AL138694.1	298.8	other
RXRB	370.39344262295083	other
RBM15	245.0	other
FAAP100	437.84615384615387	other
CSF3	632.4285714285714	other
CC2D2B	207.96153846153845	other
HHAT	1967.875	other
GSC	274.0	other
WDR87	108.0	other
NARS2	216.9	other
TRMT44	352.0	other
ANKEF1	1401.5	other
ATP11B	434.70588235294116	other
MSH4	350.0	other
NUP85	118.5	other
LIN7A	905.8571428571429	other
TMEM92	1096.5	other
NBPF14	255.53571428571428	other
MAD2L1	1184.8	other
RNF121	300.4230769230769	other
GLYATL2	347.0	other
AKAP13	3335.75	other
SURF6	3094.0	other
BCL9	1256.0	other
HIGD1B	117.4	other
FOXP2	449.6142857142857	tr
STOM	1062.3333333333333	other
ACTG1	385.1666666666667	other
PELI2	4359.0	other
MUC17	275.7142857142857	other
PAPOLB	2163.0	other
CLEC4A	181.75	other
APBA1	3795.5	other
RTCB	409.0	other
SDAD1	155.36666666666667	other
TMCC3	3587.5	other
CDV3	1065.0	other
SINHCAF	620.8888888888889	other
AC239799.1	137.7058823529412	other
MS4A5	71.77777777777777	other
CNTN3	1832.0	other
CCDC17	148.46666666666667	other
USP53	606.0	other
YWHAB	564.7777777777778	other
TNK2	386.0	other
AAAS	29.666666666666668	other
PPDPF	192.0	other
PDE6H	388.0	other
EXOC1L	167.0	other
C3	230.0	other
SCYL2	489.25	other
TMIGD3	302.25	other
STAG1	190.03614457831324	tr
PRAC2	70.5	other
CA6	667.0	other
SPATA3	82.80645161290323	other
CACNA1D	648.7333333333333	other
OR2Z1	110.5	other
DSPP	322.5	other
C19orf70	238.25	other
SMAD3	961.5	tr
OVGP1	149.0	other
CELF6	278.29411764705884	other
SEC24D	178.72727272727272	other
ADAMTS14	1587.0	other
DHCR24	1398.5	other
TEX15	1266.0	other
MS4A4E	98.52941176470588	other
OR8B4	37.0	other
DEPDC4	170.47058823529412	other
CLDND1	627.0	other
CPOX	295.0	other
CXCR3	448.0	other
RBBP5	2644.0	tr
PRR5	357.61538461538464	other
FAM126B	1183.3	other
GUCY2D	117.0	other
OXCT1	973.75	other
SLC7A14	7470.0	other
PRR5-ARHGAP8	86.66666666666667	other
HAO1	611.0	other
FPGT-TNNI3K	2113.6666666666665	other
CREB3L2	931.3571428571429	other
ARID2	1597.6666666666667	tr
PTCHD4	1285.5	other
PLEKHA6	1255.0	other
MICB	1212.7777777777778	other
ATG16L1	437.54545454545456	other
DGKB	2545.8	other
RERE	1593.0	other
STARD5	769.7142857142857	other
RSG1	347.0	other
CBX7	1712.0	other
CEP55	529.0	other
CDA	339.0	other
OBSCN	400.2857142857143	other
LNX2	2423.0	other
TMEM225	211.0	other
PPAT	417.8333333333333	other
LFNG	1060.6666666666667	other
KNTC1	145.75	other
IL20RA	903.8333333333334	other
ATG2B	6552.0	other
SSX2	322.75	other
OR11H4	229.33333333333334	other
RIOX2	672.6666666666666	other
GOLGA5	460.5	other
RBPJL	385.3333333333333	other
APOBEC3C	910.3333333333334	other
FRY	1445.9	other
DDC	189.66666666666666	other
AC025287.4	26.0	other
TBC1D9	1429.0	other
ABHD14A-ACY1	179.39234449760767	other
AP000790.4	21.0	other
RPE65	953.0	other
OR4K14	117.0	other
ZMAT4	357.09090909090907	other
IL34	356.3333333333333	other
SMN1	209.0	other
DNMT3B	1058.1666666666667	tr
IER3	819.0	other
CCDC197	223.9090909090909	other
ACACB	491.90909090909093	other
LIM2	290.5	other
CBX6	3368.5	other
PIGC	271.0	other
ADGRF1	577.8333333333334	other
ZNF674	1260.0	other
HAMP	100.0	other
METTL13	960.0	other
IGFBP6	149.25	other
ACSM6	181.88235294117646	other
PCDHGB2	931.0	other
PCDHGA6	2453.0	other
ODF4	205.5	other
PCDHGB6	1880.0	other
OR11H2	31.0	other
PCDHGC5	928.0	other
OR4N2	1880.0	other
NCAPH2	110.125	other
OR4Q3	1099.0	other
PCDHGA8	1582.0	other
OR4M1	1261.5	other
AC021072.1	281.0	other
COQ2	308.75	other
OSR2	288.6	other
DLG4	522.0	other
MTIF3	28.666666666666668	other
MARVELD2	938.6153846153846	other
NABP2	636.6666666666666	other
PCDHGA11	917.0	other
CYP2U1	2138.0	other
MED25	207.33333333333334	other
PLA2G10	68.66666666666667	other
KRBOX4	776.0	other
TRMT6	701.0	other
HUWE1	833.1666666666666	other
BIRC3	1740.6666666666667	other
PCDHGA10	1762.0	other
DOHH	669.0	other
AC012314.13	70.0	other
COL6A3	451.57142857142856	other
ITGA11	3408.0	other
MUC22	463.0	other
NMUR1	1882.0	other
IL21	139.5	other
GPC2	203.0	other
PRKACB	2275.75	other
FAM47E-STBD1	811.375	other
SEMA3B	393.2	other
ACVRL1	765.25	other
PCGF2	720.7142857142857	tr
OSGEP	143.28571428571428	other
OR1C1	1351.0	other
FEZF2	396.3333333333333	other
CLDN14	354.0	other
ATF5	386.0	other
PBOV1	2001.0	other
PRKCSH	222.4	other
TSPAN5	593.3333333333334	other
PIH1D1	88.82758620689656	other
CNTRL	302.5	other
UMOD	256.75	other
FMO1	433.9	other
FECH	471.8181818181818	other
TPRG1	1629.0	other
BFAR	313.2307692307692	other
INSM1	1148.0	other
C20orf24	337.25	other
YRDC	980.0	other
FAM131C	667.0	other
HID1	158.64705882352942	other
GIMD1	697.0	other
GPR161	3604.5714285714284	other
ALCAM	801.875	other
SLC22A3	1524.0	other
NELL2	429.0	other
IKZF3	1419.0	other
DEFB105B	41.0	other
RBMY1D	165.9	other
C1orf53	146.0	other
NLRP8	715.0	other
NPIPB11	249.5	other
APLN	1331.0	other
FAM96B	151.71428571428572	other
PDE4B	1050.5	other
ELF2	834.875	other
MOB3B	5377.0	other
SCART1	1214.0	other
FAM133A	2102.5	other
TMEM120B	1739.6666666666667	other
AL583836.1	172.75	other
COL13A1	161.10526315789474	other
COL6A6	309.8	other
SPTSSB	709.0	other
HHIPL2	340.0	other
TBL1Y	190.0	other
EVA1B	263.0	other
HLX	354.0	other
SYNM	2601.75	other
GAS1	1378.0	other
NPAP1	4054.0	other
ARRB2	183.05263157894737	other
OR2F1	1762.5	other
ANKRD36C	57.6530612244898	other
BOD1L2	2468.0	other
NAALADL1	208.25	other
ABCA13	419.2105263157895	other
KNG1	807.4	other
KCTD7	2561.7272727272725	other
PTPN9	2392.3333333333335	other
NOL4L	965.0909090909091	other
MAGEL2	448.0	other
CSPP1	202.5	other
CRBN	691.8	other
CPSF2	3510.0	other
RGS18	1260.0	other
BCDIN3D	2331.0	other
RBMY1A1	175.27272727272728	other
RGL3	107.94594594594595	other
SDHC	1221.5833333333333	other
TRIM5	821.7142857142857	other
AMY2B	97.25	other
TRNT1	415.6	other
COX18	813.2727272727273	other
VWA1	1606.0	other
EPOR	308.1111111111111	other
API5	572.6666666666666	other
MAP4K1	93.9375	other
MYL6	177.94736842105263	other
PPP1R36	107.35714285714286	other
ACCSL	92.78571428571429	other
TCAF2	745.6666666666666	other
C11orf96	568.5	other
BCLAF1	724.0	tr
WNT10A	659.0	other
CTAGE15	235.0	other
TFAP2B	4220.0	other
STRA6	441.07142857142856	other
PSMG3	265.6666666666667	other
KIR2DL2	459.2307692307692	other
PARG	199.28	other
ZNF449	1745.0	other
UBE2L5	134.5	other
CBR3	53.0	other
TCF24	1549.0	other
NGFR	1184.5	other
NXPH3	711.5	other
CCDC155	195.83333333333334	other
SPAG1	568.75	other
PNO1	404.75	other
GMPPB	2336.3333333333335	other
PDC	404.0	other
AMIGO3	1116.0	other
RNF19A	1354.0	other
FGF20	497.5	other
DOPEY2	702.0	other
TFAP2D	123.0	other
ANAPC5	144.28571428571428	other
CUTA	117.24137931034483	other
CBWD2	106.72972972972973	other
XPO1	265.9655172413793	other
MINOS1	3418.5	other
ADD3	1083.0	other
EIF3C	135.6	other
FAM111B	859.5	other
OCLM	274.0	other
YTHDC1	1417.25	other
MINOS1-NBL1	108.875	other
CRB3	347.5	other
EPO	566.0	other
PABPC5	1065.0	other
TMEM217	800.0	other
ZNF75D	1346.0	other
TBC1D22B	1797.0	other
ZNF287	468.0	other
ETV5	703.0	other
CXCL5	1994.0	other
DEFB114	42.0	other
MRPL11	330.77777777777777	other
AC012184.2	191.8	other
CTC1	334.9642857142857	other
SYNGR1	704.625	other
LY6G6F-LY6G6D	113.0	other
AL662899.1	93.0	other
PRSS54	224.0	other
C1QL4	642.0	other
DNASE1L1	1120.8333333333333	other
LTBR	169.75	other
NPFFR2	396.0	other
ZNF548	352.2307692307692	other
MSR1	565.5	other
GLE1	639.5	other
DMC1	765.0	other
PNPT1	193.8181818181818	other
ZNF17	206.2	other
BAZ2A	1245.8	other
USP21	144.75	other
MRPS9	134.6	other
ANXA2R	307.0	other
OIT3	309.0	other
TSR1	345.14285714285717	other
MAP3K20	1894.75	other
GIGYF2	1086.4166666666667	other
SYF2	443.0	other
FLVCR1	2057.5	other
SULT4A1	645.125	other
SLFN13	1897.5555555555557	other
MAMLD1	957.4285714285714	other
OR4F3	36.0	other
TEKT2	192.22222222222223	other
